EnsemblID	baseMean	log2FoldChange	lfcSE	pvalue	padj	HumanSymbol
ENSMUSG00000072620	568.320397281281	2.43981976019513	0.354785016142625	7.31290697651381e-16	1.5881440080895002e-11	SLFN12L
ENSMUSG00000033965	210.69304405720402	1.5520250428577098	0.289300088733118	2.7316552102974897e-09	2.96616781010153e-05	SLC16A2
ENSMUSG00000000792	42.1247480501042	-1.74726714644375	0.34985056412116106	6.3386202872661e-09	4.58852722595193e-05	SLC5A5
ENSMUSG00000074923	224.200864485883	-1.3185467333516698	0.25120475867542696	1.04374361139019e-08	5.66674500214017e-05	PAK6
ENSMUSG00000025161	1717.8584282809	-0.875515021106603	0.195934011411715	1.23602955633479e-07	0.0005350550381747571	SLC16A8
ENSMUSG00000037860	94.27799312678472	1.3191162738729498	0.294855876573178	1.47825677075496e-07	0.0005350550381747571	PYHIN1
ENSMUSG00000018340	1586.1383109774201	-0.863182662058835	0.208896533146304	2.52426042699318e-07	0.000783133767043013	ANXA6
ENSMUSG00000021253	522.968069558029	-0.8582055760552549	0.216919571705179	3.58339161519748e-07	0.0008824760060372381	TGFB3
ENSMUSG00000021636	132.813539910596	-1.12518934560445	0.270880012888177	3.657173667787971e-07	0.0008824760060372381	MARVELD2
ENSMUSG00000066026	1226.8213180005	-0.6172932923101329	0.22536859895313	1.21607910163411e-06	0.00264095898501881	DHRS3
ENSMUSG00000049001	128.65591650665002	-1.04404772284406	0.312231321715582	1.55938682777605e-06	0.0030786548853466	NDNF
ENSMUSG00000033256	124.376390165448	1.07180418851491	0.346877881416493	2.34433853805854e-06	0.00424266666925144	SHF
ENSMUSG00000020140	70.8266638322679	-1.43273661223892	0.565671812504194	2.80190336511874e-06	0.0046806873369449	LGR6
ENSMUSG00000001588	411.10171386919603	1.12410390334327	0.39807309369169	3.40159197025468e-06	0.00527659805843007	ACAP2
ENSMUSG00000047797	515.6818431926099	1.5215048789370098	0.8298053416839309	3.87606392803221e-06	0.00561176535500503	GJB1
ENSMUSG00000033308	7.93477853934301	-6.1299393565223	5.83208295778332	5.70280147345071e-06	0.00741032935943405	DPYD
ENSMUSG00000055447	4954.1652079941105	0.270314800115596	0.128593507438942	5.80078275592296e-06	0.00741032935943405	CD47
ENSMUSG00000026203	605.883868493174	0.4682744595955471	0.24783849133337804	6.75925607430532e-06	0.008155042453649359	DNAJB2
ENSMUSG00000041362	612.253657625652	-0.391377406249356	0.219068963939456	7.67095316885812e-06	0.00876789947200483	SHTN1
ENSMUSG00000002565	422.456637197348	-1.08270931234573	0.696403610823544	1.7066897370362306e-05	0.0185320905096079	VIL1
ENSMUSG00000033793	1078.8834734749198	0.36845557229314496	0.236687109409155	2.05513024845154e-05	0.0212529826693439	ATP6V1H
ENSMUSG00000015837	9065.46008675779	0.225670193425324	0.10175765338073	2.2616441931232103e-05	0.0223255122463895	SQSTM1
ENSMUSG00000051076	472.0764397975351	-0.943648402256528	0.61936922859592	2.54978765354629e-05	0.0240755384661151	VTCN1
ENSMUSG00000063354	1225.87493441087	0.555013495155938	0.355093204960651	2.87042654016477e-05	0.025973772155316	SLC39A4
ENSMUSG00000034324	75.9151673378543	-0.6439080163779829	0.432044645915752	3.8435584845933e-05	0.033388223843965	TMEM132D
ENSMUSG00000000142	112.193473689729	-0.775718553599827	0.5674027351949389	4.4044143199551786e-05	0.0363488069414393	AXIN2
ENSMUSG00000024381	1965.6716306131696	0.505918457199704	0.361621462831695	4.51912228861657e-05	0.0363488069414393	BIN1
ENSMUSG00000032715	513.101415946608	0.681629839953423	0.510222175478414	5.34613240860839e-05	0.0414649848277673	TRIB3
ENSMUSG00000010651	148.499426974	0.696276559075609	0.564331104027063	6.256662571559622e-05	0.0468537727815725	ACAA1
ENSMUSG00000057286	240.840256860824	-0.504942773245619	0.446337560373945	0.000102553049742845	0.0734261442515824	ST6GALNAC2
ENSMUSG00000079560	40.053084285947705	-0.532066402942456	0.750988804044123	0.000104812380706315	0.0734261442515824	HOXD3
ENSMUSG00000026341	8616.14732915847	0.187947174792599	0.0756733276396911	0.00011678765397754199	0.07925867129469599	ACTR3B
ENSMUSG00000022996	29.6933704712954	-0.387419259112349	0.734979519107312	0.000129911231027509	0.0854934001280124	WNT10B
