	baseMean	log2FoldChange	lfcSE	pvalue	padj	HumanSymbol	F_12D_1	F_12D_2	F_12D_3	Tom2D1	Tom2D2	Tom2D3
ENSMUSG00000072620	568.320397281281	2.43981976019513	0.354785016142625	7.31290697651381e-16	1.5881440080895002e-11	SLFN12L	2.7527795334	4.7574127534300015	3.38959588422	0.578090439356	0.66821457106	0.625822683553
ENSMUSG00000033965	210.69304405720402	1.5520250428577098	0.28930008873311797	2.7316552102974897e-09	2.96616781010153e-05	SLC16A2	0.901041113429	0.377592508378	0.6503051176219999	0.206835992278	0.232289570729	0.178431624661
ENSMUSG00000000792	42.1247480501042	-1.74726714644375	0.34985056412116106	6.3386202872661e-09	4.58852722595193e-05	SLC5A5	0.20629729524300006	0.228478839232	0.270045941443	1.35063267191	0.7249779548909999	1.0669763785200002
ENSMUSG00000074923	224.200864485883	-1.3185467333516698	0.25120475867542696	1.04374361139019e-08	5.6667450021401706e-05	PAK6	0.8786927188920001	0.657206871951	0.8126233979440001	2.6653989778	2.16556552565	2.1641083654
ENSMUSG00000025161	1717.8584282809	-0.875515021106603	0.19593401141171501	1.23602955633479e-07	0.0005350550381747571	SLC16A8	4.44726524454	4.26957642642	4.38970735059	8.193913995589996	9.1289166741	9.859173502989998
ENSMUSG00000037860	94.27799312678472	1.3191162738729498	0.29485587657317797	1.47825677075496e-07	0.0005350550381747571	PYHIN1	1.57800354474	1.41384862544	1.78247442969	0.6902122162190001	0.747705337063	0.382092045847
ENSMUSG00000018340	1586.1383109774201	-0.863182662058835	0.208896533146304	2.52426042699318e-07	0.000783133767043013	ANXA6	11.264545119300001	6.65223162775	11.7116396853	17.649139049000002	21.6054498923	21.2332157415
ENSMUSG00000021253	522.968069558029	-0.8582055760552549	0.216919571705179	3.58339161519748e-07	0.0008824760060372381	TGFB3	3.2873449612	1.63095001197	3.59831428924	5.5799570996000005	6.27285890048	5.57766316074
ENSMUSG00000021636	132.813539910596	-1.12518934560445	0.270880012888177	3.657173667787971e-07	0.0008824760060372381	MARVELD2	0.986668540465	0.746717513126	0.947145778284	2.37439069999	2.62530869818	1.97035668375
ENSMUSG00000066026	1226.8213180005	-0.6172932923101329	0.22536859895313002	1.21607910163411e-06	0.00264095898501881	DHRS3	7.40940084448	9.5896587003	8.48099096336	17.4250030478	14.489809409600001	14.0178568286
ENSMUSG00000049001	128.65591650665002	-1.04404772284406	0.312231321715582	1.55938682777605e-06	0.0030786548853466	NDNF	0.588418640205	0.450256279992	0.470551465744	1.49173590541	1.18162491631	1.11588418701
ENSMUSG00000033256	124.376390165448	1.07180418851491	0.346877881416493	2.34433853805854e-06	0.00424266666925144	SHF	1.44645229998	2.10037124495	1.7167058469	0.8417736192759999	1.09732113004	0.443324370129
ENSMUSG00000020140	70.8266638322679	-1.43273661223892	0.565671812504194	2.80190336511874e-06	0.0046806873369449	LGR6	0.0945188525672	0.06978781986980001	0.153970696594	0.490593569417	0.463972061859	0.389273112296
ENSMUSG00000001588	411.10171386919603	1.12410390334327	0.39807309369168997	3.40159197025468e-06	0.00527659805843007	ACAP2	3.01375853583	6.4318368695000006	3.6879573818	2.44467202579	1.7000107730899998	1.41569665471
ENSMUSG00000047797	515.6818431926099	1.5215048789370098	0.8298053416839309	3.87606392803221e-06	0.00561176535500503	GJB1	1.6514196101299998	2.39174820223	1.56309746699	0.359646684365	0.286985414861	0.438010071685
ENSMUSG00000033308	7.93477853934301	-6.1299393565223	5.83208295778332	5.70280147345071e-06	0.00741032935943405	DPYD	0.0	0.0	0.0	0.00794193037671	0.0	0.0
ENSMUSG00000055447	4954.1652079941105	0.270314800115596	0.128593507438942	5.80078275592296e-06	0.00741032935943405	CD47	30.543415047600003	30.9222750111	30.107425593600002	25.790609956199997	23.091742127	23.352029286100002
ENSMUSG00000026203	605.883868493174	0.4682744595955471	0.24783849133337804	6.75925607430532e-06	0.008155042453649359	DNAJB2	9.17747093347	13.055337509100001	9.8858305504	7.99469007596	7.00589077646	7.189272454330001
ENSMUSG00000041362	612.253657625652	-0.391377406249356	0.21906896393945602	7.67095316885812e-06	0.00876789947200483	SHTN1	6.5618817204	4.69924034545	6.66500646143	9.9086528119	10.1553253204	9.14376881761
ENSMUSG00000002565	422.456637197348	-1.0827093123457299	0.696403610823544	1.7066897370362306e-05	0.0185320905096079	VIL1	0.1680685811	0.07445587548930001	0.228804200669	0.535304669498	0.675009285928	0.637454557582
ENSMUSG00000033793	1078.8834734749198	0.36845557229314496	0.236687109409155	2.05513024845154e-05	0.0212529826693439	ATP6V1H	30.543275054299997	44.7739898574	35.6132651682	28.0368228678	26.2937637914	24.396105313200003
ENSMUSG00000015837	9065.46008675779	0.22567019342532396	0.10175765338073	2.2616441931232103e-05	0.0223255122463895	SQSTM1	199.14287726	219.57491715	212.173146365	169.993689035	173.935505159	168.009860725
ENSMUSG00000051076	472.0764397975351	-0.943648402256528	0.61936922859592	2.54978765354629e-05	0.0240755384661151	VTCN1	0.985559522164	0.525551035565	0.649833540307	2.63524653106	2.01578869878	2.35988249056
ENSMUSG00000063354	1225.8749344108699	0.555013495155938	0.355093204960651	2.87042654016477e-05	0.025973772155316002	SLC39A4	22.6333363486	18.0481845667	24.0099983591	12.5913735344	13.3625433125	12.3108476575
ENSMUSG00000034324	75.9151673378543	-0.6439080163779829	0.432044645915752	3.8435584845933e-05	0.033388223843965	TMEM132D	0.7647546013	0.586372650121	0.7084524300939999	1.48505744631	1.47666498687	1.58889561211
ENSMUSG00000000142	112.193473689729	-0.775718553599827	0.5674027351949389	4.4044143199551786e-05	0.0363488069414393	AXIN2	0.248137873434	0.19629872103	0.210356913635	0.5937916611649999	0.581343824861	0.662059677749
ENSMUSG00000024381	1965.6716306131696	0.505918457199704	0.361621462831695	4.51912228861657e-05	0.0363488069414393	BIN1	49.9257971586	94.16572184360001	50.56229589	40.8168172473	39.426766374	38.4866055924
ENSMUSG00000032715	513.101415946608	0.681629839953423	0.510222175478414	5.34613240860839e-05	0.0414649848277673	TRIB3	22.3607532258	44.8522230698	21.1268163025	13.153686946199999	15.317063501600002	13.813815601400002
ENSMUSG00000010651	148.499426974	0.696276559075609	0.564331104027063	6.256662571559622e-05	0.0468537727815725	ACAA1	1.04308993569	1.91440647295	1.34201161284	0.5695337425029999	0.7780191399519999	0.51379955863
ENSMUSG00000057286	240.840256860824	-0.504942773245619	0.446337560373945	0.000102553049742845	0.0734261442515824	ST6GALNAC2	1.38173318802	1.28545217922	1.30226931081	3.19796661874	2.59435270192	3.07293883157
